"Cust_ID";"Contract_date";"Package";"Gender";"Age";"Marital_Status";"Living_Condition";"Graduation";"Job_Type";"Income";"Peak_minute_09";"Weekend_minute_09";"Offpeak_minute_09";"Offpeak_nr_09";"Peak_nr_09";"Weekend_nr_09";"Selfnet_minute_09";"Fixed_minute_09";"Othermob_minute_09";"Voicemail_nr_09";"Voicemail_minute_09";"SMS_09";"Peak_minute_10";"Weekend_minute_10";"Offpeak_minute_10";"Offpeak_nr_10";"Peak_nr_10";"Weekend_nr_10";"Selfnet_minute_10";"Fixed_minute_10";"Othermob_minute_10";"Voicemail_nr_10";"Voicemail_minute_10";"SMS_10";"Peak_minute_11";"Weekend_minute_11";"Offpeak_minute_11";"Offpeak_nr_11";"Peak_nr_11";"Weekend_nr_11";"Selfnet_minute_11";"Fixed_minute_11";"Othermob_minute_11";"Voicemail_nr_11";"Voicemail_minute_11";"SMS_11";"Peak_minute_12";"Weekend_minute_12";"Offpeak_minute_12";"Offpeak_nr_12";"Peak_nr_12";"Weekend_nr_12";"Selfnet_minute_12";"Fixed_minute_12";"Othermob_minute_12";"Voicemail_nr_12";"Voicemail_minute_12";"SMS_12"
"ID1851677";"05/09/2005";"PACK_B";"Female";34.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.0;12.75;0.23;1.0;0.0;13.0;2.88;0.0;10.1;8.0;12.98;6.0;10.67;13.98;10.3;7.0;5.0;20.0;3.42;0.0;31.53;19.0;34.95;13.0;12.1;15.32;1.6;6.0;20.0;24.0;5.2;0.0;22.62;33.0;27.82;15.0;16.22;3.88;0.37;1.0;16.0;4.0;1.9;0.0;16.6;20.0;18.5;0.0
"ID1851678";"04/30/2005";"PACK_B";"Male";36.0;"Married";"Other";"Highschool";"Public_Employee";"Below_15k";223.82;21.32;32.35;19.0;166.0;20.0;43.42;29.05;202.88;205.0;277.48;0.0;203.15;43.42;62.52;35.0;161.0;27.0;44.18;27.8;236.02;223.0;309.08;0.0;242.63;39.43;66.57;38.0;211.0;42.0;51.55;52.25;230.47;268.0;341.5;12.0;247.7;74.92;103.0;61.0;230.0;58.0;111.3;30.48;292.43;351.0;435.18;3.0
"ID1852189";"07/13/2005";"PACK_X";"Male";21.0;"Single";"Owner";"Highschool";"Executive";"30_60k";12.73;25.88;58.13;102.0;73.0;63.0;4.98;0.0;91.77;50.0;96.75;188.0;48.47;55.1;56.7;70.0;51.0;49.0;16.62;0.0;143.65;62.0;160.27;108.0;22.07;44.67;47.62;63.0;57.0;61.0;7.55;0.0;106.8;64.0;114.35;117.0;31.12;12.65;13.87;57.0;48.0;55.0;10.87;0.0;46.17;43.0;57.03;107.0
"ID1852848";"04/17/2005";"PACK_Z";"Male";66.0;"Married";"Owner";"Highschool";"Retired";"Below_15k";20.38;3.28;30.48;40.0;18.0;25.0;56.23;0.2;1.47;60.0;57.9;31.0;8.57;10.53;3.17;26.0;14.0;29.0;17.02;0.0;5.93;50.0;22.95;29.0;0.3;11.38;0.38;21.0;8.0;33.0;9.88;0.0;2.33;27.0;12.08;36.0;0.55;0.07;6.53;25.0;28.0;26.0;7.48;0.0;0.48;18.0;7.97;71.0
"ID1854077";"10/30/2005";"PACK_Z";"Female";56.0;"Widow";"Owner";"Primary_School";"Executive";"15_30k";8.4;3.65;3.28;7.0;10.0;9.0;0.23;0.0;15.1;17.0;15.33;12.0;3.92;15.98;13.63;5.0;3.0;7.0;6.32;0.42;30.77;17.0;37.5;9.0;5.68;5.68;10.5;11.0;11.0;21.0;0.65;0.0;22.08;26.0;22.73;18.0;1.88;5.7;8.9;7.0;3.0;5.0;7.45;0.0;9.3;12.0;16.75;11.0
"ID1854107";"07/04/2005";"PACK_Z";"Male";33.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";2.52;0.0;0.02;1.0;5.0;0.0;3.17;4.75;0.0;12.0;7.92;0.0;26.62;1.37;11.97;10.0;18.0;2.0;1.35;9.23;35.02;33.0;45.6;1.0;17.88;0.0;0.0;0.0;5.0;0.0;0.0;0.0;17.88;4.0;17.88;1.0;3.88;1.73;0.0;0.0;4.0;3.0;0.08;1.03;5.53;8.0;6.65;0.0
"ID1854363";"07/17/2005";"PACK_X";"Female";33.0;"Single";"Owner";"Highschool";"Executive";"15_30k";71.25;22.3;25.13;9.0;24.0;11.0;98.0;2.78;17.9;44.0;118.68;0.0;33.88;14.13;14.98;3.0;14.0;8.0;53.53;1.0;8.47;25.0;63.0;0.0;73.28;26.5;16.38;6.0;40.0;7.0;77.23;10.0;17.23;51.0;104.47;0.0;56.12;5.03;8.48;2.0;18.0;4.0;22.77;0.0;46.87;22.0;69.63;2.0
"ID1854566";"07/17/2005";"PACK_X";"Male";30.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";55.92;28.78;34.65;27.0;56.0;34.0;25.95;15.72;77.68;115.0;119.35;2.0;6.25;4.77;2.08;3.0;5.0;6.0;3.07;1.12;8.92;13.0;13.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID1855538";"08/28/2005";"PACK_X";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";0.53;5.02;1.68;3.0;2.0;14.0;3.65;0.87;2.72;19.0;7.23;0.0;8.37;7.88;8.7;8.0;12.0;7.0;13.37;0.0;9.23;26.0;24.95;1.0;3.3;0.43;0.92;2.0;10.0;2.0;1.83;0.92;1.47;11.0;4.22;1.0;0.08;0.0;0.12;1.0;1.0;0.0;0.2;0.0;0.0;2.0;0.2;0.0
"ID1855847";"08/26/2005";"PACK_X";"Female";61.0;"Married";"Owner";"Primary_School";"Executive";"15_30k";24.97;11.23;1.08;2.0;15.0;2.0;0.67;14.52;22.1;19.0;37.28;0.0;29.83;0.48;4.77;1.0;9.0;1.0;2.57;9.7;22.82;11.0;35.08;0.0;11.33;0.0;0.0;0.0;6.0;0.0;0.0;10.1;1.23;6.0;11.33;0.0;20.13;7.75;4.82;3.0;13.0;1.0;4.15;4.98;2.88;16.0;24.95;0.0
"ID1856900";"10/18/2005";"PACK_B";"Female";61.0;"Married";"Owner";"Highschool";"Executive";"Below_15k";60.68;23.72;45.65;54.0;63.0;24.0;33.85;42.57;53.23;82.0;129.0;58.0;57.85;40.65;23.63;55.0;68.0;61.0;16.17;56.8;48.78;89.0;122.13;95.0;77.97;33.27;32.2;40.0;68.0;59.0;4.6;35.0;94.17;66.0;133.77;86.0;58.3;33.02;20.92;28.0;41.0;89.0;1.45;34.47;76.32;47.0;112.23;111.0
"ID1920988";"10/01/2004";"PACK_B";"Male";28.0;"Married";"Owner";"Highschool";"Executive";"Over_60k";10.45;2.12;50.55;140.0;48.0;20.0;9.33;0.0;53.78;31.0;63.12;177.0;7.0;6.67;104.6;94.0;32.0;17.0;9.13;0.0;109.13;21.0;118.27;122.0;18.12;6.12;4.15;51.0;40.0;15.0;17.62;0.0;10.77;28.0;27.3;73.0;20.4;4.28;51.85;35.0;36.0;14.0;3.3;0.0;74.25;31.0;77.55;51.0
"ID1950042";"10/31/2004";"PACK_B";"Male";20.0;"Married";"Owner";"University";"Public_Employee";"30_60k";19.58;7.82;8.43;22.0;51.0;21.0;11.58;0.37;23.88;63.0;35.83;31.0;17.22;17.75;7.63;18.0;38.0;30.0;19.83;1.07;21.7;62.0;42.6;24.0;21.78;5.68;6.25;35.0;32.0;11.0;11.52;0.0;22.02;44.0;33.53;31.0;16.83;5.87;3.7;27.0;44.0;21.0;5.97;0.0;19.77;42.0;25.73;45.0
"ID1950343";"12/14/2004";"PACK_B";"Female";46.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";6.72;2.92;2.72;3.0;10.0;8.0;1.85;1.22;9.28;20.0;12.35;1.0;9.35;6.53;2.43;2.0;7.0;5.0;7.27;0.0;11.05;13.0;18.32;1.0;12.18;5.87;4.88;4.0;9.0;8.0;5.42;0.0;14.88;19.0;20.3;0.0;4.45;1.58;2.32;2.0;8.0;1.0;2.03;0.4;5.92;11.0;8.35;0.0
"ID1951198";"01/23/2005";"PACK_B";"Male";72.0;"Married";"Owner";"Highschool";"Retired";"Below_15k";0.07;0.0;0.0;0.0;1.0;0.0;0.07;0.0;0.0;1.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID1951359";"12/10/2004";"PACK_B";"Female";28.0;"Married";"Owner";"University";"Executive";"30_60k";19.8;8.03;22.83;10.0;14.0;10.0;12.75;16.28;21.63;34.0;50.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.57;10.85;6.85;5.0;20.0;7.0;11.38;5.52;21.2;32.0;38.27;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0
"ID1953830";"06/03/2005";"PACK_Z";"Male";39.0;"Married";"Owner";"Highschool";"Executive";"Over_60k";8.07;0.0;0.0;0.0;7.0;0.0;5.8;0.0;5.25;9.0;11.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.05;1.18;1.53;2.0;1.0;4.0;1.63;0.0;3.62;8.0;5.25;1.0;36.6;13.22;9.68;19.0;49.0;15.0;23.12;3.33;37.33;68.0;64.77;31.0
"ID1955922";"11/22/2005";"PACK_A";"Male";44.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";38.52;9.03;18.9;19.0;71.0;21.0;33.43;1.12;31.9;111.0;66.45;0.0;44.73;49.97;7.65;17.0;90.0;47.0;59.15;1.38;34.08;154.0;102.35;0.0;36.1;17.28;4.83;15.0;82.0;32.0;26.8;0.3;23.9;99.0;54.47;28.0;77.95;9.8;15.67;27.0;165.0;29.0;51.67;4.32;50.2;197.0;107.73;28.0
"ID2027399";"03/28/2005";"PACK_B";"Male";37.0;"Married";"Owner";"University";"Labourer";"Over_60k";13.35;18.03;32.75;45.0;16.0;20.0;19.85;0.85;5.72;74.0;64.13;7.0;12.9;28.42;30.48;32.0;26.0;26.0;17.5;0.0;12.05;78.0;71.8;6.0;26.12;49.12;64.2;71.0;20.0;39.0;35.38;0.0;8.28;80.0;138.1;45.0;20.35;16.63;34.42;96.0;38.0;16.0;15.7;0.0;10.78;56.0;63.58;59.0
"ID2050867";"03/17/2005";"PACK_Z";"Male";21.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";13.45;3.5;114.12;50.0;40.0;14.0;134.5;0.0;0.32;46.0;134.82;77.0;0.48;0.0;2.7;12.0;18.0;4.0;6.63;0.0;0.2;9.0;6.83;59.0;4.23;22.0;27.62;28.0;11.0;6.0;65.37;0.0;6.82;15.0;72.18;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2051847";"01/24/2005";"PACK_B";"Male";21.0;"Single";"Owner";"Highschool";"Labourer";"30_60k";1.93;4.43;16.28;12.0;1.0;3.0;19.28;0.0;3.37;16.0;22.65;0.0;0.32;0.0;0.0;0.0;1.0;0.0;0.32;0.0;0.0;1.0;0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2052436";"05/02/2005";"PACK_Z";"Male";58.0;"Married";"Other";"Highschool";"Labourer";"30_60k";7.82;5.12;1.57;2.0;11.0;10.0;16.15;0.0;2.85;26.0;18.5;0.0;20.47;21.42;3.57;10.0;25.0;27.0;39.82;0.0;11.65;64.0;51.57;6.0;22.18;7.48;5.07;18.0;46.0;20.0;33.68;0.0;8.15;69.0;41.83;35.0;9.47;3.32;5.42;10.0;26.0;19.0;17.63;1.2;0.8;28.0;21.03;36.0
"ID2053259";"06/03/2005";"PACK_Z";"Male";30.0;"Married";"Owner";"Highschool";"Leader";"30_60k";8.33;41.87;7.87;21.0;30.0;52.0;46.58;0.0;22.53;131.0;71.85;16.0;6.83;11.78;10.47;26.0;35.0;38.0;32.42;0.32;12.47;97.0;51.73;49.0;5.7;17.58;36.45;47.0;15.0;26.0;51.6;0.45;16.78;73.0;69.75;23.0;1.27;7.0;6.83;13.0;10.0;16.0;17.48;0.78;7.57;41.0;32.97;18.0
"ID2056104";"12/12/2005";"PACK_B";"Female";62.0;"Married";"Owner";"Primary_School";"Retired";"Below_15k";4.0;4.53;1.33;7.0;11.0;12.0;5.4;0.0;4.47;25.0;9.87;5.0;0.02;2.92;0.0;0.0;1.0;11.0;0.25;0.0;2.68;12.0;2.93;0.0;7.93;2.65;0.0;0.0;11.0;11.0;8.63;0.0;1.95;19.0;10.58;3.0;2.92;3.87;2.3;19.0;13.0;22.0;5.47;0.0;3.45;28.0;8.9;24.0
"ID2057100";"12/19/2005";"PACK_B";"Female";22.0;"Single";"Family_Member";"Highschool";"Labourer";"30_60k";7.62;0.13;3.87;4.0;12.0;2.0;11.0;0.62;0.0;15.0;11.62;3.0;7.98;27.75;12.8;28.0;30.0;33.0;21.02;0.0;27.52;79.0;48.53;12.0;9.6;7.58;15.27;13.0;22.0;22.0;9.92;0.0;21.45;48.0;31.37;7.0;9.6;5.82;47.73;35.0;26.0;22.0;28.2;0.0;34.95;57.0;62.43;18.0
"ID2120586";"10/08/2004";"PACK_B";"Male";39.0;"Married";"Owner";"Highschool";"Labourer";"Over_60k";13.63;17.63;28.33;13.0;14.0;11.0;14.65;10.48;34.47;36.0;59.6;2.0;9.05;6.23;19.65;7.0;13.0;6.0;28.37;2.13;4.43;25.0;34.93;1.0;15.5;8.35;16.48;9.0;22.0;9.0;25.15;3.33;8.17;37.0;36.65;2.0;17.08;2.93;13.38;10.0;18.0;6.0;20.08;3.73;18.83;32.0;42.58;5.0
"ID2128997";"01/20/2005";"PACK_B";"Female";73.0;"Married";"Owner";"Highschool";"Retired";"Below_15k";0.0;1.77;0.0;0.0;0.0;2.0;1.77;0.0;0.0;2.0;1.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.12;0.0;0.0;0.0;3.0;0.0;0.12;0.0;1.0;3.0;1.12;0.0
"ID2129030";"03/12/2005";"PACK_Z";"Female";52.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";0.23;23.97;3.25;6.0;5.0;17.0;8.62;0.77;18.77;17.0;28.15;16.0;0.12;1.48;1.72;2.0;1.0;4.0;0.12;0.0;3.2;5.0;3.32;3.0;0.35;11.98;0.05;6.0;3.0;15.0;4.02;0.0;8.63;14.0;12.65;10.0;2.3;13.97;14.95;10.0;4.0;21.0;2.77;7.25;19.28;22.0;29.3;17.0
"ID2129129";"03/21/2005";"PACK_Z";"Male";39.0;"Single";"Owner";"Highschool";"Labourer";"Over_60k";5.15;17.9;39.03;30.0;12.0;20.0;34.57;16.15;19.35;65.0;70.07;2.0;3.82;40.9;69.07;30.0;9.0;54.0;17.07;17.8;86.38;88.0;121.63;19.0;4.95;68.27;113.22;49.0;41.0;53.0;105.52;3.98;89.63;125.0;199.13;32.0;7.3;27.27;38.23;36.0;15.0;28.0;36.3;10.22;33.18;75.0;79.7;14.0
"ID2150097";"11/26/2004";"PACK_B";"Male";31.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";3.57;2.25;1.0;2.0;17.0;5.0;6.82;0.0;0.0;24.0;6.82;0.0;10.35;0.0;1.53;3.0;14.0;0.0;11.48;0.0;0.4;17.0;11.88;0.0;8.0;1.52;5.48;6.0;14.0;6.0;13.37;0.53;0.73;21.0;14.63;4.0;8.05;1.17;0.73;6.0;26.0;9.0;6.17;0.0;3.1;19.0;9.27;15.0
"ID2150476";"01/08/2005";"PACK_B";"Female";50.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";79.23;6.67;32.23;23.0;54.0;9.0;78.4;0.0;38.82;85.0;117.22;1.0;17.18;21.87;82.92;23.0;18.0;22.0;96.65;0.0;25.32;62.0;121.97;1.0;40.73;5.72;44.67;23.0;28.0;5.0;77.53;0.0;13.58;56.0;91.12;0.0;25.27;5.17;18.0;11.0;14.0;5.0;35.45;0.0;12.75;29.0;48.2;0.0
"ID2150619";"10/21/2004";"PACK_B";"Male";26.0;"Single";"Owner";"Highschool";"Labourer";"Below_15k";23.63;10.08;26.83;48.0;79.0;50.0;34.52;0.0;26.03;160.0;60.55;17.0;26.73;29.12;32.65;70.0;61.0;65.0;61.05;0.0;27.45;159.0;88.5;37.0;55.68;8.73;24.5;62.0;117.0;67.0;30.53;1.37;56.62;194.0;88.92;52.0;6.05;1.05;4.3;13.0;24.0;7.0;12.03;0.0;0.0;48.0;12.03;0.0
"ID2150671";"01/10/2005";"PACK_B";"Male";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";40.43;4.98;3.28;17.0;66.0;16.0;9.37;2.35;36.98;93.0;48.7;6.0;22.53;12.9;12.37;28.0;48.0;19.0;4.23;5.63;37.93;89.0;47.8;6.0;31.7;3.58;3.83;10.0;58.0;18.0;3.67;0.48;33.65;69.0;37.8;14.0;8.17;17.2;15.57;26.0;21.0;29.0;1.97;0.0;35.45;51.0;37.42;22.0
"ID2150773";"01/03/2005";"PACK_Z";"Female";30.0;"Divorced";"Owner";"Highschool";"Labourer";"30_60k";80.68;25.45;17.9;9.0;47.0;11.0;18.87;18.37;105.6;79.0;143.33;1.0;53.23;34.27;14.47;7.0;45.0;20.0;11.48;42.32;60.17;83.0;114.55;0.0;117.4;3.4;34.1;21.0;91.0;7.0;24.52;23.2;115.75;133.0;163.47;0.0;120.57;23.9;16.38;9.0;114.0;26.0;47.87;34.6;114.87;171.0;198.58;2.0
"ID2152205";"02/13/2005";"PACK_Z";"Male";20.0;"Married";"Owner";"Highschool";"Labourer";"Over_60k";0.02;0.0;0.0;0.0;1.0;0.0;0.02;0.0;0.0;1.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2152513";"01/31/2005";"PACK_B";"Female";23.0;"Single";"Owner";"Highschool";"Public_Employee";"15_30k";0.0;0.05;0.0;0.0;0.0;3.0;0.0;0.0;0.05;3.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.03;13.38;40.73;39.0;60.0;32.0;30.07;13.85;46.9;107.0;90.82;17.0
"ID2153685";"06/12/2005";"PACK_Z";"Female";26.0;"Married";"Owner";"Highschool";"Retired";"Below_15k";7.05;8.75;6.48;19.0;21.0;21.0;11.55;0.0;15.65;48.0;27.2;31.0;17.42;34.1;8.08;12.0;33.0;45.0;25.47;1.87;38.77;78.0;66.1;26.0;9.88;26.02;5.38;18.0;24.0;38.0;16.28;7.67;22.52;65.0;46.47;26.0;17.3;21.6;25.22;21.0;27.0;38.0;48.47;3.92;20.82;69.0;73.2;37.0
"ID2154028";"07/09/2005";"PACK_X";"Female";45.0;"Divorced";"Owner";"Highschool";"Executive";"30_60k";0.18;0.02;0.0;0.0;2.0;1.0;0.18;0.0;0.02;3.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6;0.0;0.0;0.0;1.0;2.6;0.0;0.0;1.0;2.6;0.0;5.9;2.0;11.03;45.0;32.0;21.0;7.8;2.0;9.13;14.0;18.93;85.0
"ID2154145";"11/10/2005";"PACK_B";"Female";54.0;"Married";"Owner";"Highschool";"Public_Employee";"Below_15k";0.6;0.03;0.0;0.0;3.0;1.0;0.63;0.0;0.0;3.0;0.63;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2154376";"10/15/2005";"PACK_Z";"Male";45.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";25.92;43.75;44.85;43.0;44.0;48.0;97.57;0.28;34.4;148.0;132.25;14.0;12.9;19.05;37.55;36.0;38.0;34.0;43.58;0.45;31.07;112.0;75.1;7.0;5.48;32.87;23.2;35.0;22.0;29.0;35.07;0.0;30.95;75.0;66.02;27.0;0.5;0.07;2.75;5.0;3.0;1.0;2.25;0.07;4.72;14.0;7.03;7.0
"ID2154596";"08/12/2005";"PACK_X";"Female";32.0;"Divorced";"Owner";"Highschool";"Labourer";"15_30k";11.85;5.65;3.15;4.0;16.0;8.0;6.98;0.0;13.67;25.0;19.82;0.0;24.33;5.57;9.42;13.0;37.0;4.0;23.17;1.37;14.78;51.0;38.08;0.0;32.63;21.15;11.73;9.0;35.0;26.0;26.85;0.0;33.93;65.0;60.12;0.0;24.25;12.77;20.52;11.0;35.0;16.0;36.98;0.1;22.62;59.0;59.7;0.0
"ID2155007";"08/06/2005";"PACK_X";"Male";30.0;"Single";"Owner";"Highschool";"Public_Employee";"30_60k";10.53;3.67;12.05;6.0;15.0;2.0;5.8;0.0;20.45;23.0;26.25;0.0;89.33;25.0;23.42;10.0;88.0;21.0;22.05;45.38;70.32;115.0;137.75;4.0;128.9;24.08;20.73;10.0;74.0;14.0;35.23;36.57;93.18;96.0;164.98;0.0;23.38;27.62;7.62;5.0;18.0;7.0;21.45;0.0;33.52;28.0;54.97;0.0
"ID2155216";"08/29/2005";"PACK_X";"Male";62.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.0;26.6;0.0;0.0;6.0;19.0;0.0;0.0;26.6;18.0;26.6;7.0;9.25;16.2;0.0;0.0;2.0;9.0;0.75;0.0;23.67;11.0;25.45;0.0;5.0;4.95;0.0;0.0;2.0;6.0;0.48;0.0;9.47;8.0;9.95;0.0;10.28;9.18;0.0;0.0;2.0;4.0;0.0;0.0;19.47;6.0;19.47;0.0
"ID2155532";"08/14/2005";"PACK_X";"Female";37.0;"Divorced";"Other";"Highschool";"Labourer";"Below_15k";6.77;3.75;0.9;2.0;11.0;7.0;6.9;0.38;4.13;20.0;11.42;0.0;11.03;13.75;3.05;5.0;20.0;6.0;14.48;2.28;10.65;31.0;27.83;0.0;0.38;0.28;0.0;0.0;3.0;1.0;0.38;0.0;0.0;3.0;0.38;0.0;3.27;0.0;0.0;0.0;1.0;0.0;3.27;0.0;0.0;1.0;3.27;0.0
"ID2155891";"09/04/2005";"PACK_X";"Male";22.0;"Married";"Other";"Highschool";"Labourer";"30_60k";4.18;2.45;0.33;18.0;28.0;19.0;3.83;0.0;3.13;23.0;6.97;42.0;0.1;0.0;0.0;0.0;2.0;0.0;0.1;0.0;0.0;2.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08;1.0;0.0;0.0;0.08;0.0;0.0;1.0;0.08;0.0
"ID2229531";"03/14/2005";"PACK_C";"Male";21.0;"Divorced";"Other";"Highschool";"Executive";"30_60k";58.57;32.73;24.33;64.0;200.0;124.0;64.72;4.45;63.27;136.0;134.05;305.0;22.05;82.18;26.85;33.0;78.0;99.0;88.47;9.98;39.43;86.0;137.88;182.0;73.12;59.9;30.78;30.0;116.0;119.0;54.1;25.43;92.23;130.0;174.53;205.0;67.78;111.22;70.82;81.0;173.0;186.0;129.38;12.68;203.55;218.0;349.07;300.0
"ID2250831";"10/28/2004";"PACK_B";"Male";36.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";8.02;2.28;0.13;1.0;8.0;6.0;3.38;0.13;6.92;14.0;10.43;1.0;11.38;4.78;6.1;11.0;17.0;14.0;3.95;1.48;16.83;42.0;22.27;0.0;0.0;0.0;0.4;1.0;0.0;0.0;0.0;0.4;0.0;1.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2251613";"12/04/2004";"PACK_B";"Male";69.0;"Married";"Other";"Highschool";"Public_Employee";"Below_15k";6.77;0.08;1.85;3.0;13.0;2.0;8.7;0.0;0.0;18.0;8.7;0.0;5.58;1.52;0.53;2.0;9.0;3.0;6.58;0.0;1.05;13.0;7.63;1.0;2.63;1.35;0.0;0.0;2.0;2.0;1.48;0.0;2.5;4.0;3.98;0.0;2.7;2.28;0.0;0.0;6.0;6.0;0.0;0.18;5.38;8.0;5.57;3.0
"ID2252068";"04/22/2005";"PACK_Z";"Male";31.0;"Divorced";"Owner";"Highschool";"Labourer";"30_60k";0.22;3.15;0.0;0.0;1.0;6.0;2.38;0.0;1.93;8.0;4.32;0.0;1.08;1.75;1.37;4.0;5.0;4.0;0.62;0.97;1.75;12.0;4.2;1.0;1.68;3.22;0.0;2.0;3.0;4.0;0.3;2.92;1.38;6.0;4.6;2.0;0.43;0.0;0.65;1.0;1.0;0.0;0.43;0.65;0.0;2.0;1.08;0.0
"ID2252478";"05/02/2005";"PACK_Z";"Female";41.0;"Married";"Owner";"University";"Public_Employee";"30_60k";4.03;0.0;0.05;14.0;10.0;7.0;0.58;0.42;8.0;15.0;9.0;25.0;1.1;0.22;0.0;5.0;1.0;3.0;0.52;1.1;0.32;6.0;1.93;15.0;0.35;0.0;0.0;0.0;2.0;0.0;0.15;0.0;0.22;3.0;0.37;0.0;4.73;0.0;0.0;6.0;30.0;18.0;1.48;1.38;3.95;15.0;6.82;44.0
"ID2252540";"05/10/2005";"PACK_A";"Male";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";19.53;4.02;7.35;11.0;30.0;10.0;23.48;0.42;6.13;42.0;30.48;7.0;0.0;1.58;3.68;1.0;0.0;3.0;5.17;0.0;0.1;4.0;5.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2252667";"04/28/2005";"PACK_B";"Male";47.0;"Divorced";"Owner";"Highschool";"Labourer";"15_30k";0.0;2.22;0.0;0.0;0.0;2.0;0.6;0.0;1.62;2.0;2.22;0.0;9.28;0.0;0.0;0.0;8.0;0.0;0.0;3.9;5.38;4.0;9.28;4.0;6.8;2.82;0.0;0.0;2.0;1.0;4.8;0.0;4.82;3.0;9.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID2252683";"05/14/2005";"PACK_A";"Male";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";1.42;0.0;0.0;0.0;3.0;0.0;1.42;0.0;0.0;3.0;1.42;0.0;18.47;0.0;0.7;1.0;11.0;0.0;4.97;7.62;6.58;12.0;19.17;0.0;0.02;0.0;0.0;0.0;1.0;0.0;0.02;0.0;0.0;1.0;0.02;0.0;5.9;0.0;0.0;0.0;6.0;0.0;1.42;3.02;1.47;6.0;5.9;0.0
