target,f_brsame,f_cap,f_fname,f_instantpur,f_landline,f_mname,f_odprot,f_othercard,f_pnid,f_ppce,f_ppoa,f_ptaxid,f_sex,f_tel,f_wscity,f_wsstate,has_persref,customer_id,cat_bsresid,cat_civstatus,cat_occupid,cat_pinconf,cat_residtype,cat_zip1,cat_zip2,cat_zip3,cat_zip4,cat_opstate,cat_dem,num_account,num_age,num_income,num_ndep,num_samejob,num_sameplace,year,month,num_sameplace_1
1.0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.0,1263767,RJ,0,58,0,3,2,4,7,5,RJ,18,0.0,42.0,129200.0,0.0,6.0,14.0,2009.0,1.0,2.0
0.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1.0,114500,RJ,0,113,,0,2,4,7,5,RJ,18,0.0,50.0,81600.0,0.0,240.0,360.0,2010.0,2.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,117624,RJ,0,2,,0,2,4,7,5,RJ,18,0.0,46.0,76500.0,0.0,72.0,120.0,2010.0,6.0,4.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0.0,471386,RJ,1,88,,1,2,4,7,5,RJ,18,0.0,29.0,140000.0,0.0,48.0,240.0,2010.0,9.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1.0,1301748,RJ,0,16,,0,2,4,7,5,RJ,18,0.0,44.0,139500.0,0.0,108.0,360.0,2009.0,7.0,5.0
0.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1.0,83116,RJ,0,703,,0,2,4,7,5,RJ,18,0.0,25.0,51000.0,0.0,48.0,24.0,2010.0,11.0,3.0
1.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1.0,482585,RJ,0,301,,3,2,4,7,5,RJ,18,0.0,33.0,69750.0,0.0,60.0,24.0,2009.0,3.0,3.0
1.0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1.0,640862,RJ,0,167,,1,2,4,7,5,RJ,18,0.0,24.0,86500.0,0.0,60.0,168.0,2009.0,8.0,5.0
0.0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,651211,RJ,0,713,1,1,2,4,7,5,RJ,18,0.0,26.0,100000.0,0.0,60.0,180.0,2010.0,7.0,5.0
0.0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1.0,807285,RJ,0,50,,2,2,4,7,5,RJ,18,0.0,20.0,46500.0,0.0,24.0,12.0,2009.0,5.0,2.0
0.0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1.0,833665,RJ,0,26,,0,2,4,7,5,RJ,18,0.0,19.0,46500.0,0.0,4.0,168.0,2009.0,11.0,5.0
0.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1.0,845451,RJ,0,801,,0,2,4,7,5,RJ,18,0.0,18.0,69750.0,0.0,12.0,228.0,2009.0,5.0,5.0
0.0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1.0,854874,RJ,0,50,,0,2,4,7,5,RJ,18,0.0,18.0,46500.0,0.0,18.0,36.0,2009.0,10.0,3.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.0,81556,RJ,0,50,,2,2,4,7,5,RJ,18,0.0,18.0,51000.0,0.0,18.0,204.0,2010.0,8.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,1182,RJ,0,136,,0,2,4,7,5,RJ,18,0.0,18.0,51000.0,0.0,12.0,36.0,2010.0,4.0,3.0
0.0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1.0,1315388,RJ,0,100,,1,2,4,7,5,RJ,18,0.0,45.0,74400.0,0.0,180.0,60.0,2009.0,9.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.0,27225,RJ,1,131,,1,2,4,7,5,RJ,18,1.0,46.0,46500.0,0.0,60.0,240.0,2009.0,12.0,5.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1.0,61562,RJ,1,165,,1,2,4,7,5,RJ,18,0.0,37.0,46500.0,0.0,180.0,180.0,2009.0,5.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,164630,RJ,1,50,,1,2,4,7,5,RJ,18,0.0,46.0,51000.0,0.0,24.0,24.0,2010.0,8.0,3.0
1.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1.0,256665,RJ,0,524,,1,2,4,7,5,RJ,18,0.0,29.0,74400.0,0.0,14.0,13.0,2009.0,12.0,2.0
1.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.0,268224,RJ,1,131,,1,2,4,7,5,RJ,18,0.0,32.0,46500.0,0.0,26.0,39.0,2009.0,12.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,414657,RJ,0,50,,0,2,4,7,5,RJ,18,0.0,34.0,46500.0,0.0,96.0,144.0,2009.0,7.0,4.0
0.0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1.0,455823,RJ,1,100,,1,2,4,7,5,RJ,18,0.0,41.0,81600.0,0.0,180.0,104.0,2010.0,8.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1.0,752524,RJ,0,51,4,0,2,4,7,5,RJ,18,0.0,18.0,63000.0,0.0,12.0,48.0,2010.0,10.0,3.0
0.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1.0,772660,RJ,1,654,0,0,2,4,7,5,RJ,18,0.0,37.0,60800.0,0.0,24.0,24.0,2009.0,4.0,3.0
0.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1.0,775857,RJ,1,50,,0,2,4,7,5,RJ,18,0.0,21.0,51000.0,0.0,36.0,120.0,2010.0,11.0,4.0
0.0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1.0,77664,RJ,0,50,,2,2,4,7,5,RJ,18,0.0,19.0,62250.0,0.0,36.0,84.0,2009.0,1.0,4.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0.0,1035317,RJ,0,2,,1,2,4,7,5,RJ,18,0.0,56.0,46500.0,0.0,72.0,240.0,2009.0,6.0,5.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1.0,1068563,RJ,3,13,,1,2,4,7,5,RJ,18,0.0,71.0,46500.0,0.0,36.0,360.0,2009.0,10.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,1122420,RJ,2,728,,1,2,4,7,5,RJ,18,0.0,49.0,96000.0,0.0,36.0,396.0,2009.0,12.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0.0,1131304,RJ,0,703,,1,2,4,7,5,RJ,18,0.0,60.0,46500.0,0.0,60.0,168.0,2009.0,11.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,1221250,RJ,1,61,,1,2,4,7,5,RJ,18,0.0,30.0,51000.0,0.0,60.0,120.0,2010.0,6.0,4.0
1.0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1.0,4602,RJ,2,205,,1,2,4,7,5,RJ,18,0.0,47.0,51000.0,0.0,72.0,108.0,2010.0,8.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,156345,RJ,1,20,,1,2,4,7,5,RJ,18,0.0,33.0,160000.0,0.0,72.0,144.0,2010.0,8.0,4.0
1.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1.0,805361,RJ,0,63,0,2,2,4,4,7,RJ,18,0.0,19.0,51000.0,0.0,24.0,216.0,2010.0,3.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,85040,RJ,0,50,,2,2,4,4,7,RJ,18,0.0,18.0,51000.0,0.0,24.0,216.0,2010.0,7.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.0,76647,RJ,0,13,,0,2,4,4,7,RJ,18,0.0,77.0,130000.0,0.0,180.0,480.0,2010.0,12.0,6.0
1.0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1.0,7445,RJ,0,165,,0,2,4,4,7,RJ,18,0.0,45.0,46500.0,0.0,60.0,480.0,2009.0,7.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1.0,31388,RJ,0,78,0,0,2,4,4,7,RJ,18,0.0,21.0,54000.0,0.0,0.0,240.0,2010.0,10.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1.0,64874,RJ,0,654,,0,2,4,4,7,RJ,18,0.0,23.0,51000.0,0.0,48.0,14.0,2010.0,6.0,2.0
1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1.0,1077413,RJ,2,305,,3,2,4,4,7,RJ,18,0.0,50.0,93000.0,2.0,180.0,12.0,2009.0,9.0,2.0
0.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0.0,28721,RJ,0,140,,0,2,4,4,7,RJ,18,0.0,28.0,51000.0,0.0,36.0,78.0,2010.0,12.0,4.0
0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1.0,55000,RJ,0,158,,0,2,4,4,7,RJ,18,0.0,27.0,46500.0,0.0,84.0,324.0,2009.0,7.0,5.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1.0,814570,RJ,0,501,,2,2,4,4,7,RJ,18,0.0,19.0,46500.0,0.0,36.0,26.0,2009.0,5.0,3.0
1.0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1.0,85073,RJ,0,62,,2,2,4,4,7,RJ,18,0.0,18.0,46500.0,0.0,12.0,60.0,2009.0,10.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,317346,RJ,0,165,,1,2,4,4,7,RJ,18,0.0,22.0,46500.0,0.0,60.0,84.0,2009.0,2.0,4.0
1.0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1.0,40744,RJ,0,205,,1,2,4,4,7,RJ,18,0.0,45.0,51000.0,0.0,60.0,300.0,2010.0,1.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,51301,RJ,1,131,,0,2,4,4,7,RJ,18,0.0,31.0,46500.0,0.0,72.0,72.0,2009.0,7.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,675850,RJ,0,50,,0,2,4,4,7,RJ,18,0.0,25.0,51000.0,0.0,24.0,300.0,2010.0,11.0,5.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1.0,858887,RJ,0,50,1,1,2,4,4,7,RJ,18,0.0,20.0,50000.0,1.0,1.0,60.0,2009.0,1.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,870655,RJ,1,113,,0,2,4,4,7,RJ,18,0.0,18.0,74400.0,0.0,24.0,216.0,2009.0,9.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1.0,8214,RJ,1,350,,1,2,4,4,7,RJ,18,0.0,27.0,102000.0,0.0,48.0,72.0,2010.0,6.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.0,10252,RJ,1,522,0,0,2,4,4,7,RJ,18,0.0,45.0,130000.0,0.0,24.0,552.0,2010.0,12.0,6.0
0.0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0.0,61240,RJ,0,35,0,1,2,4,4,7,RJ,18,0.0,40.0,50000.0,0.0,48.0,480.0,2009.0,7.0,6.0
0.0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1.0,156323,RJ,1,13,1,1,2,4,4,7,RJ,18,1.0,73.0,50000.0,0.0,240.0,360.0,2009.0,3.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,305748,RJ,1,215,,0,2,4,4,7,RJ,18,0.0,31.0,46500.0,0.0,12.0,36.0,2009.0,11.0,3.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,418701,RJ,0,703,,0,2,4,4,7,RJ,18,0.0,32.0,51000.0,0.0,4.0,168.0,2010.0,4.0,5.0
1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0.0,44687,RJ,1,703,,3,2,4,4,7,RJ,18,1.0,71.0,46500.0,0.0,24.0,12.0,2009.0,8.0,2.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,710301,RJ,0,60,,0,2,4,4,7,RJ,18,0.0,21.0,46500.0,0.0,36.0,240.0,2009.0,6.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,78353,RJ,0,215,,0,2,4,4,7,RJ,18,0.0,35.0,51000.0,0.0,24.0,24.0,2010.0,2.0,3.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,787818,RJ,0,712,,0,2,4,4,7,RJ,18,0.0,18.0,69700.0,0.0,24.0,216.0,2009.0,11.0,5.0
1.0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0.0,75537,RJ,0,100,,2,2,4,4,7,RJ,18,0.0,23.0,74400.0,0.0,12.0,120.0,2009.0,10.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,810321,RJ,0,215,,0,2,4,4,7,RJ,18,0.0,18.0,46500.0,0.0,24.0,12.0,2009.0,12.0,2.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.0,81185,RJ,0,712,,2,2,4,4,7,RJ,18,1.0,19.0,51000.0,0.0,12.0,228.0,2010.0,6.0,5.0
1.0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1.0,82132,RJ,0,16,0,1,2,4,4,7,RJ,18,0.0,18.0,70000.0,0.0,4.0,216.0,2010.0,1.0,5.0
1.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1.0,827473,RJ,0,712,,0,2,4,4,7,RJ,18,0.0,18.0,102000.0,0.0,24.0,216.0,2010.0,1.0,5.0
0.0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,88047,RJ,0,40,,0,2,4,4,7,RJ,18,0.0,20.0,46500.0,0.0,24.0,48.0,2009.0,12.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0.0,881424,RJ,0,38,,0,2,4,4,7,RJ,18,0.0,18.0,58100.0,0.0,3.0,216.0,2010.0,10.0,5.0
0.0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1.0,1331430,RJ,1,301,1,1,2,4,4,7,RJ,18,0.0,39.0,120000.0,0.0,204.0,180.0,2009.0,7.0,5.0
0.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1.0,804787,RJ,0,804,,2,2,4,7,4,RJ,18,0.0,19.0,63200.0,0.0,5.0,228.0,2010.0,12.0,5.0
1.0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1.0,611854,RJ,0,50,,1,2,4,7,4,RJ,18,0.0,27.0,46500.0,0.0,36.0,24.0,2009.0,3.0,3.0
1.0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0.0,845855,RJ,0,110,,2,2,4,7,4,RJ,18,0.0,19.0,46500.0,0.0,24.0,204.0,2009.0,7.0,5.0
0.0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1.0,462876,RJ,0,50,,0,2,4,7,4,RJ,18,0.0,30.0,76500.0,0.0,12.0,120.0,2010.0,12.0,4.0
1.0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0.0,864365,RJ,0,731,,2,2,4,7,4,RJ,18,0.0,24.0,69750.0,0.0,96.0,192.0,2009.0,4.0,5.0
1.0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1.0,502650,RJ,0,50,,2,2,4,7,4,RJ,18,0.0,29.0,51000.0,0.0,216.0,348.0,2010.0,3.0,5.0
0.0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1.0,5237,RJ,0,50,,2,2,4,7,4,RJ,18,0.0,18.0,46500.0,0.0,12.0,24.0,2009.0,12.0,3.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1.0,6185,RJ,0,40,,1,2,4,7,4,RJ,18,0.0,24.0,46500.0,0.0,18.0,26.0,2009.0,7.0,3.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1.0,61827,RJ,0,50,,1,2,4,7,4,RJ,18,0.0,21.0,62250.0,0.0,10.0,240.0,2009.0,1.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,776411,RJ,0,56,,0,2,4,7,4,RJ,18,0.0,19.0,51000.0,0.0,14.0,228.0,2010.0,11.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,77010,RJ,0,138,,0,2,4,7,4,RJ,18,0.0,19.0,95000.0,0.0,24.0,216.0,2010.0,10.0,5.0
1.0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1.0,80741,RJ,0,50,,0,2,4,7,4,RJ,18,0.0,18.0,81600.0,0.0,24.0,216.0,2010.0,11.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1.0,105778,RJ,0,702,,0,2,4,7,4,RJ,18,0.0,43.0,46500.0,0.0,480.0,480.0,2009.0,7.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,115417,RJ,0,13,,0,2,4,7,4,RJ,18,0.0,67.0,46500.0,0.0,96.0,420.0,2009.0,6.0,6.0
0.0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1.0,33231,RJ,0,100,1,0,2,4,7,4,RJ,18,0.0,21.0,74400.0,0.0,48.0,60.0,2009.0,8.0,4.0
0.0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1.0,578027,RJ,1,707,,1,2,4,7,4,RJ,18,1.0,26.0,55000.0,0.0,12.0,48.0,2010.0,7.0,3.0
0.0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0.0,752367,RJ,3,703,0,1,2,4,7,4,RJ,18,0.0,47.0,80900.0,0.0,12.0,72.0,2009.0,10.0,4.0
1.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1.0,77275,RJ,0,13,,2,2,4,7,4,RJ,18,1.0,18.0,46500.0,0.0,12.0,204.0,2009.0,10.0,5.0
0.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1.0,850400,RJ,1,165,,0,2,4,7,4,RJ,18,0.0,50.0,46500.0,0.0,24.0,26.0,2009.0,12.0,3.0
1.0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0.0,863773,RJ,0,151,,0,2,4,7,4,RJ,18,0.0,18.0,63000.0,0.0,12.0,96.0,2010.0,12.0,4.0
1.0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1.0,15217,RJ,0,521,,2,2,4,7,4,RJ,18,0.0,18.0,95300.0,0.0,24.0,216.0,2010.0,9.0,5.0
0.0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1.0,128644,RJ,1,703,,1,2,4,7,4,RJ,18,1.0,47.0,46500.0,0.0,3.0,48.0,2009.0,10.0,3.0
0.0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1.0,1481,RJ,1,35,,1,2,4,7,4,RJ,18,0.0,35.0,62250.0,0.0,24.0,60.0,2009.0,1.0,4.0
1.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1.0,443861,RJ,1,801,,0,2,4,7,4,RJ,18,0.0,31.0,55500.0,0.0,36.0,240.0,2010.0,3.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0.0,65251,RJ,0,40,,2,2,4,7,4,RJ,18,0.0,25.0,51000.0,0.0,60.0,300.0,2010.0,8.0,5.0
1.0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1.0,81012,RJ,0,50,,1,2,4,7,4,RJ,18,0.0,19.0,62250.0,0.0,48.0,228.0,2009.0,1.0,5.0
1.0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1.0,15248,RJ,1,215,,2,2,4,7,4,RJ,18,0.0,20.0,51000.0,0.0,24.0,36.0,2010.0,5.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,1077272,RJ,0,703,,0,2,4,7,4,RJ,18,0.0,51.0,46500.0,0.0,180.0,180.0,2009.0,5.0,5.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,772272,RJ,0,50,,2,2,4,4,1,RJ,18,0.0,18.0,46500.0,0.0,12.0,48.0,2009.0,8.0,3.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1.0,835737,RJ,0,218,,2,2,4,4,1,RJ,18,0.0,19.0,46500.0,0.0,12.0,216.0,2009.0,10.0,5.0
1.0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1.0,1327332,RJ,1,131,,1,2,4,4,1,RJ,18,0.0,44.0,51000.0,0.0,120.0,396.0,2010.0,4.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1.0,41578,RJ,1,41,,0,2,4,4,1,RJ,18,0.0,30.0,116200.0,0.0,132.0,60.0,2009.0,11.0,4.0
0.0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1.0,61440,RJ,0,2,,0,2,4,4,1,RJ,18,0.0,21.0,51000.0,0.0,24.0,180.0,2010.0,10.0,5.0
1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1.0,76255,RJ,1,505,,0,2,4,4,1,RJ,18,0.0,21.0,93000.0,0.0,6.0,6.0,2009.0,12.0,1.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,120316,RJ,1,514,,0,2,4,4,1,RJ,18,0.0,48.0,153000.0,0.0,204.0,576.0,2010.0,1.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1.0,6156,RJ,0,52,,0,2,4,4,1,RJ,18,0.0,37.0,69750.0,0.0,48.0,120.0,2009.0,5.0,4.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1.0,31070,RJ,0,26,,1,2,4,4,1,RJ,18,0.0,28.0,46500.0,2.0,96.0,240.0,2009.0,5.0,5.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1.0,325514,RJ,0,,,2,2,4,4,1,RJ,18,0.0,22.0,46500.0,0.0,12.0,252.0,2009.0,11.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0.0,47447,RJ,0,210,,2,2,4,4,1,RJ,18,1.0,29.0,90000.0,0.0,52.0,240.0,2010.0,7.0,5.0
0.0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1.0,502674,RJ,0,50,,1,2,4,4,1,RJ,18,1.0,32.0,46500.0,0.0,36.0,120.0,2009.0,9.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1.0,532081,RJ,0,83,,2,2,4,4,1,RJ,18,1.0,27.0,51000.0,0.0,14.0,240.0,2010.0,8.0,5.0
1.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1.0,620173,RJ,0,11,4,1,2,4,4,1,RJ,18,0.0,23.0,180000.0,2.0,48.0,156.0,2009.0,4.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1.0,652417,RJ,0,35,,0,2,4,4,1,RJ,18,0.0,27.0,75000.0,0.0,14.0,108.0,2010.0,10.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0.0,706240,RJ,1,213,,1,2,4,4,1,RJ,18,1.0,23.0,51000.0,0.0,36.0,84.0,2010.0,8.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.0,78511,RJ,0,60,,0,2,4,4,1,RJ,18,0.0,19.0,46500.0,0.0,12.0,240.0,2009.0,7.0,5.0
1.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1.0,8034,RJ,0,151,,2,2,4,4,1,RJ,18,1.0,18.0,70000.0,0.0,12.0,216.0,2010.0,9.0,5.0
1.0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1.0,8062,RJ,0,50,,2,2,4,4,1,RJ,18,0.0,18.0,81600.0,0.0,24.0,180.0,2010.0,8.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,825623,RJ,0,151,,2,2,4,4,1,RJ,18,0.0,18.0,95000.0,0.0,24.0,180.0,2010.0,8.0,5.0
0.0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1.0,131266,RJ,1,22,,0,2,4,4,1,RJ,18,0.0,34.0,93000.0,0.0,108.0,96.0,2009.0,6.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0.0,84428,RJ,1,50,,1,2,4,4,1,RJ,18,0.0,52.0,46500.0,0.0,48.0,120.0,2009.0,12.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1.0,435231,RJ,0,210,,1,2,4,4,1,RJ,18,0.0,31.0,139500.0,0.0,36.0,372.0,2009.0,3.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0.0,481810,RJ,1,453,,4,2,4,4,1,RJ,18,0.0,29.0,69700.0,0.0,84.0,120.0,2009.0,11.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,684318,RJ,0,50,1,0,2,4,4,1,RJ,18,0.0,22.0,46500.0,0.0,36.0,120.0,2009.0,7.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0.0,781023,RJ,0,501,,2,2,4,4,1,RJ,18,1.0,18.0,46500.0,0.0,36.0,36.0,2009.0,10.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,827252,RJ,1,50,,0,2,4,4,1,RJ,18,0.0,19.0,46500.0,0.0,24.0,60.0,2009.0,8.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,834751,RJ,1,61,,0,2,4,4,1,RJ,18,0.0,18.0,46500.0,0.0,36.0,120.0,2009.0,8.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,734,RJ,1,728,,1,2,4,4,1,RJ,18,0.0,42.0,102000.0,0.0,144.0,480.0,2010.0,6.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,1718,RJ,0,13,,0,2,4,4,1,RJ,18,0.0,72.0,46500.0,0.0,120.0,480.0,2009.0,5.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,1547,RJ,1,113,1,0,2,4,4,1,RJ,18,0.0,42.0,81600.0,0.0,96.0,24.0,2010.0,1.0,3.0
0.0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1.0,410555,RJ,1,38,,1,2,4,4,1,RJ,18,0.0,32.0,58100.0,0.0,108.0,384.0,2010.0,5.0,5.0
